_COMMON_NAME_	_SCIENTIFIC_NAME_NOT_USED_	_TAXON_GROUP_	_ABBREV_	_GENBANK_ACCESSION_	_REFSEQ_FTP_URL_	_REFSEQ_ANN_REPORT_URL_	_REFSEQ_ANN_NAME_	_ASSEMBLY_PROVIDER_NAME_	_ASSEMBLY_PROVIDER_URL_
Fruit fly	Drosophila suzukii	Diptera	dsuz	GCA_013340165.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/340/165/GCF_013340165.1_LBDM_Dsuz_2.1.pri	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_suzukii/102/	NCBI Drosophila suzukii Annotation Release 102	Institut de Biologie du Developpement de Marseille	https://www.ibdm.univ-amu.fr/
Fruit fly	Drosophila teissieri	Diptera	dtei	GCA_016746235.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/235/GCF_016746235.2_Prin_Dtei_1.1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_teissieri/100/	NCBI Drosophila teissieri Annotation Release 100	Princeton University	https://www.princeton.edu/
Lesser Queensland fruit fly	Bactrocera neohumeralis	Diptera	bneo	GCA_024586455.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/586/455/GCF_024586455.1_APGP_CSIRO_Bneo_wtdbg2-racon-allhic-juicebox.fasta_v2	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Bactrocera_neohumeralis/100/	NCBI Bactrocera neohumeralis Annotation Release 100	Applied Genomics Initiative Consortium	https://appliedgenomics.csiro.au/
Fruit fly	Drosophila biarmipes	Diptera	dbia	GCA_025231255.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/231/255/GCF_025231255.1_RU_DBia_V1.1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_biarmipes/103/	NCBI Drosophila biarmipes Annotation Release 103	The Rockefeller University	https://www.rockefeller.edu/
Fruit fly	Drosophila arizonae	Diptera	dari	GCA_001654025.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/025/GCF_001654025.1_ASM165402v1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_arizonae/100/	NCBI Drosophila arizonae Annotation Release 100	Biotechnology Institute of UNAM	https://pruebas.ibt.unam.mx/en/
Fruit fly	Drosophila bipectinata	Diptera	dbip	GCA_000236285.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/236/285/GCF_000236285.1_Dbip_2.0	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_bipectinata/101/	NCBI Drosophila bipectinata Annotation Release 101	Baylor College of Medicine	https://www.bcm.edu/
Fruit fly	Drosophila elegans	Diptera	dele	GCA_000224195.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/195/GCF_000224195.1_Dele_2.0	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_elegans/101/	NCBI Drosophila elegans Annotation Release 101	Baylor College of Medicine	https://www.bcm.edu/
Fruit fly	Drosophila eugracilis	Diptera	deug	GCA_018153835.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/153/835/GCF_018153835.1_ASM1815383v1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_eugracilis/102/	NCBI Drosophila eugracilis Annotation Release 102	Stanford University	https://www.stanford.edu/
Fruit fly	Drosophila ficusphila	Diptera	dfic	GCA_018152265.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/265/GCF_018152265.1_ASM1815226v1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_ficusphila/102/	NCBI Drosophila ficusphila Annotation Release 102	Stanford University	https://www.stanford.edu/
Fruit fly	Drosophila guanche	Diptera	dgua	GCA_900245975.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/245/975/GCF_900245975.1_DGUA_6	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_guanche/100/	NCBI Drosophila guanche Annotation Release 100	CNAG	https://www.cnag.crg.eu/
Fruit fly	Drosophila hydei	Diptera	dhyd	GCA_003285905.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/285/905/GCF_003285905.1_DhydRS2	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_hydei/101/	NCBI Drosophila hydei Annotation Release 101	University of Arizona/ University of Chiago/ Cornell University	https://www.arizona.edu/
Fruit fly	Drosophila kikkawai	Diptera	dkik	GCA_018152535.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/535/GCF_018152535.1_ASM1815253v1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_kikkawai/102/	NCBI Drosophila kikkawai Annotation Release 102	Stanford University	https://www.stanford.edu/
Fruit fly	Drosophila navojoa	Diptera	dnav	GCA_001654015.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/015/GCF_001654015.2_UFRJ_Dnav_4.2	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_navojoa/101/	NCBI Drosophila navojoa Annotation Release 101	Biotechnology Institute of UNAM	https://pruebas.ibt.unam.mx/en/
Fruit fly	Drosophila obscura	Diptera	dobs	GCA_018151105.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/151/105/GCF_018151105.1_ASM1815110v1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_obscura/101/	NCBI Drosophila obscura Annotation Release 101	Stanford University	https://www.stanford.edu/
Fruit fly	Drosophila rhopaloa	Diptera	drho	GCA_000236305.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/115/GCF_018152115.1_ASM1815211v1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_rhopaloa/102/	NCBI Drosophila rhopaloa Annotation Release 102	Stanford University	https://www.stanford.edu/
Fruit fly	Drosophila takahashii	Diptera	dtak	GCA_018152695.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/152/695/GCF_018152695.1_ASM1815269v1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_takahashii/102/	NCBI Drosophila takahashii Annotation Release 102	Stanford University	https://www.stanford.edu/
Fruit fly	Drosophila ananassae	Diptera	dana	GCA_017639315.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/639/315/GCF_017639315.1_ASM1763931v2	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_ananassae/102/	NCBI Drosophila ananassae Annotation Release 102	University of Maryland, Baltimore	https://www.umaryland.edu/
Fruit fly	Drosophila pseudoobscura	Diptera	dpse	GCA_009870125.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/870/125/GCF_009870125.1_UCI_Dpse_MV25	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_pseudoobscura/104/	NCBI Drosophila pseudoobscura Annotation Release 104	University of California, Irvine	https://uci.edu/
Fruit fly	Drosophila simulans	Diptera	dsim	GCA_016746395.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/395/GCF_016746395.2_Prin_Dsim_3.1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_simulans/103/	NCBI Drosophila simulans Annotation Release 103	Princeton University	https://www.princeton.edu/
Fruit fly	Drosophila willistoni	Diptera	dwil	GCA_018902025.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/902/025/GCF_018902025.1_UCI_dwil_1.1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_willistoni/102/	NCBI Drosophila willistoni Annotation Release 102	University of California, Irvine	https://uci.edu/
Fruit fly	Drosophila yakuba	Diptera	dyak	GCA_016746365.2	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/746/365/GCF_016746365.2_Prin_Dyak_Tai18E2_2.1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Drosophila_yakuba/102/	NCBI Drosophila yakuba Annotation Release 102	Princeton University	https://www.princeton.edu/
Oriental fruit fly	Bactrocera dorsalis	Diptera	bdor	GCA_023373825.1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/373/825/GCF_023373825.1_ASM2337382v1	https://www.ncbi.nlm.nih.gov/genome/annotation_euk/Bactrocera_dorsalis/103/	NCBI Bactrocera dorsalis Annotation Release 103	CAS Center for Excellence in Molecular Plant Sciences	http://english.sippe.cas.cn/

cat _refseq_rapid111.lst | grep -vF '#' | grep -vP '^\s*$' | awk -F "\t" '{print NF}' | sort | uniq -c
# cd ../../
# python3 ./scripts/tmpl2meta.py --template meta/refseq.tmpl --param_table meta/108_for_111/_refseq_rapid111.lst --output_dir meta/108_for_111 --out_file_pfx rs8t_
